50 4	128 40
5 268 11 69 57 7 123 32 28 6 175 4	5 21 25 8 162 15 74 6 583 20 11 10 1087 4
5 268 11 220 8 1992 1458 19 8 908 251 4	5 21 25 8 129 560 16 233 1662 6 20 986 4
5 261 645 3996 343 91 46 1370 4	19 2791 46 5451 3622 6569 6 100 268 4
5 261 645 3996 343 91 46 1370 4	19 2791 46 5451 3622 28 6515 6 100 268 4
5 261 645 3996 343 91 46 1370 4	19 25 264 46 5451 3622 6569 6 100 268 4
5 261 645 3996 343 91 46 1370 4	19 25 264 46 5451 3622 28 6515 6 100 268 4
5 667 8 1 1103 56 143 124 7 319 4	19 25 6100 77 15 1239 6 2246 28 809 64 32 327 33 1 4
5 72 62 11 39 6 7 50 53 94 283 4	5 14 228 154 8 11 17 52 43 4021 188 4
5 72 62 11 39 6 7 50 53 94 283 4	5 14 228 154 8 11 17 52 43 4021 258 4
5 72 62 11 39 6 7 50 53 94 283 4	5 14 228 154 8 11 10 10 43 3154 188 4
5 72 62 11 39 6 7 50 53 94 283 4	5 14 228 154 8 11 10 10 43 3154 258 4
5 72 62 11 39 6 7 50 53 94 283 4	5 14 228 154 8 11 10 10 43 3154 1090 4
5 72 23 11 145 41 2692 29 625 4	5 21 25 212 8 378 6 1 59 638 4
5 72 51 6 87 35 368 26 13 17 45 4	5 83 212 11 17 184 53 956 26 35 9 49 4
5 72 51 6 87 35 368 26 13 17 45 4	5 83 212 11 10 349 53 2308 26 35 9 49 4
5 72 51 6 87 35 368 26 13 17 45 4	5 83 212 11 17 184 53 1292 26 35 9 49 4
5 72 116 19 104 93 465 4	5 315 6 531 13 96 85 6 72 670 4
5 72 39 6 7 40 13 5 93 139 6 4	5 50 154 11 17 1580 11 5 52 106 92 4
5 236 271 78 89 3298 96 1661 4	5 266 11 173 23 2847 27 1544 26 60 1030 56 462 4
5 236 53 27 104 505 58 6 4	5 266 37 12 43 130 96 85 6 1081 28 86 4
5 1836 42 8 235 26 113 53 27 67 270 4	19 25 1387 13 16 182 26 133 12 21 43 18 8 162 6 426 4
5 40 5 34 38 8 4334 383 21 8 364 4	5 84 11 5 14 32 8 30 722 4
5 40 13 6 23 11 40 49 7 192 154 4	5 84 11 17 21 63 8 515 13 114 164 4
5 40 28 6 36 472 26 113 15 17 38 311 4	5 84 20 11 17 303 26 133 20 21 9 8 332 4
5 40 33 967 129 11 39 6 7 132 7 22 4	5 84 11 141 196 14 227 8 11 17 33 1025 4
5 179 117 324 80 5 348 11 492 8 291 4	5 32 386 241 6 16 116 34 53 455 14 8 2228 15 117 4
5 41 238 4 13 17 70 5 627 10 267 4	19 106 31 192 4 35 9 78 5 32 822 912 4
5 41 687 26 113 5 23 11 41 7 423 59 4	19 106 379 26 133 5 21 106 8 379 81 4
5 223 538 8 1289 80 5 276 50 7 8 697 4	5 677 440 6 16 1185 390 5 33 914 271 13 16 738 4
5 398 297 1428 7 1708 10 1159 562 4	5 6842 5470 26 7279 1 23 1093 2310 4
5 398 297 1428 7 1708 10 1159 562 4	19 25 833 5470 26 7279 1 23 1093 2310 4
5 263 29 1484 4 5 54 24 7 61 10 159 68 4	19 25 304 59 1737 4 12 44 28 1870 23 236 4
5 136 559 4691 68 572 21 1541 4	19 25 3750 24 581 23 456 13 24 1016 4
5 136 559 4691 68 572 21 1541 4	19 25 3531 31 7291 29 581 23 456 13 24 1016 4
5 1337 7 109 294 1310 21 289 4	5 33 32 3073 34 33 38 417 28 279 4
5 691 8 291 4 5 87 24 89 886 4	19 25 2456 15 117 4 19 224 197 232 42 241 4
5 691 8 291 4 5 87 24 89 886 4	19 25 1137 15 117 4 19 224 197 232 42 241 4
5 79 6 7 101 21 8 1 94 58 86 3163 4	19 25 103 11 10 1 24 1 29 13 113 440 23 5756 4
5 100 32 10 545 2027 13 5 78 558 4	5 21 25 87 1572 23 655 11 5 1 4
5 100 88 65 242 472 19 65 218 4	5 14 16 425 87 187 531 13 100 196 4
5 276 50 687 47 8 697 21 8 524 4	5 142 271 379 13 16 738 28 80 4
5 257 839 43 10 1567 187 1533 161 4	5 514 6 16 977 41 23 1002 26 99 31 1 204 4
5 1681 86 45 1 2005 32 8 1238 4	19 25 231 30 216 1828 13 1113 24 706 4
5 467 64 462 64 5 97 26 113 5 691 8 337 4	19 25 1583 149 410 11 19 25 257 26 133 19 25 127 119 1469 15 344 4
5 467 64 462 64 496 7 521 73 43 52 4	19 25 1583 15 42 410 473 34 15 2964 4
5 93 285 5 97 50 43 6 26 113 5 30 11 4	19 224 92 690 397 232 55 86 26 133 5 14 71 8 4
5 93 285 5 97 50 43 6 26 113 5 30 11 4	19 224 92 690 397 232 55 10 26 133 5 14 71 8 4
5 3741 419 2331 10 304 635 19 57 4	19 25 1 29 104 304 105 6 74 4
5 230 8 3984 5 361 90 37 2666 4	5 33 610 6 24 1785 11 19 25 1 590 36 18 5548 4
5 2924 33 625 20 307 26 62 11 5 9	5 33 32 1 6 94 638 26 68 398 26 8 332 7
5 2924 33 625 20 307 26 62 11 5 9	5 33 32 1 6 73 638 26 68 398 26 8 332 7
5 201 1 32 8 224 57 21 535 241 4	19 25 564 1 34 16 520 146 28 550 222 4
5 201 52 50 198 8 1991 10 282 443 446 4	5 24 25 152 603 41 31 1773 12 43 18 214 463 4
5 87 211 8 456 56 24 6 1091 4	5 184 532 16 486 64 51 38 383 4
5 87 55 325 33 352 1186 19 6 4	19 224 197 1321 141 339 26 519 11 86 4
5 87 55 325 33 352 1186 19 6 4	19 224 197 1321 141 339 26 60 517 6 86 4
5 356 11 24 7 18 45 20 112 94 294 4	5 14 184 8 104 13 38 49 20 147 47 119 4
5 603 231 29 171 966 21 8 1297 4	19 841 682 59 156 526 41 15 1195 4
5 605 8 524 818 47 29 1752 17 150 4	19 25 231 31 625 29 80 166 82 2075 4
5 902 7 8 396 82 1101 7 35 8 1396 4	19 25 475 60 424 48 1149 15 42 395 4
5 580 117 45 120 1186 19 76 7 112 4	5 32 878 13 16 116 195 16 330 60 517 29 102 325 4
5 833 5 55 105 7 61 29 1177 1451 2180 4	5 498 37 12 139 682 61 1461 13 24 259 4
5 833 13 17 70 6 23 11 41 22 80 108 4	5 498 11 35 9 108 16 256 34 607 10 14 44 3419 8 476 11 39 4
5 833 13 17 70 6 23 11 41 22 80 108 4	5 498 11 35 9 108 16 256 34 607 17 14 44 3038 8 476 11 39 4
5 1721 44 277 178 8 583 21 13 1 4	5 31 6267 6 1509 16 621 55 6 24 259 41 20 1 4
5 51 45 182 19 96 66 35 53 176 4	5 290 11 27 1391 99 31 183 108 174 4
5 51 15 17 57 32 22 7 200 32 3359 4	5 83 37 12 9 74 11 5 293 46 2221 4
5 51 15 17 57 32 22 7 200 32 46 439 4	5 83 37 12 9 74 11 5 1 138 843 4
5 51 13 6 87 214 283 10 159 127 4	5 83 11 17 184 52 280 30 313 137 4
5 51 44 87 186 10 944 1975 42 4066 4	5 83 37 67 1378 1 30 2616 5678 13 24 1 4
5 51 25 36 76 7 24 10 60 696 591 4	5 83 11 27 348 1971 29 30 614 72 1190 4
5 116 14 27 76 7 101 96 7 88 83 4	5 168 11 22 27 1 124 115 4
5 116 20 1275 19 537 78 118 390 4	5 168 11 68 1524 6 574 1 42 278 4
5 116 6 77 39 7 193 111 488 336 4	5 168 11 17 316 369 6 16 429 1574 4
5 116 6 77 39 7 193 111 488 336 4	5 168 11 10 650 369 6 16 429 1574 4
5 130 14 13 16 356 11 50 74 208 676 4	19 25 79 13 22 37 12 14 400 8 338 590 702 12 57 830 4
5 240 29 537 168 56 186 167 476 8 279 4	19 25 3775 122 574 64 31 25 3151 399 15 311 4
5 3119 73 45 8 1225 13 6 695 7 22 4	19 25 4758 165 31 1362 11 17 44 155 1 4
5 249 10 1 7 834 29 471 198 10 1 4	5 33 32 2217 29 23 7040 34 33 38 30 2131 6 844 4
5 461 23 11 24 57 7 151 10 574 413 4	5 21 25 1265 8 15 74 6 193 23 285 1 4
5 461 151 413 47 1 7 1386 8 2665 4	5 4043 1171 13 2207 201 64 2365 34 1861 16 1 4
5 39 86 5106 1 58 28 17 719 4	5 50 53 1582 60 965 6 20 48 61 300 190 98 190 4
5 39 20 2179 1440 7 29 160 47 334 4	5 50 11 24 89 182 20 1 539 41 82 268 4
5 39 7 1 45 29 57 7 20 1117 4	5 50 1 49 59 74 13 20 807 4
5 39 7 1 45 29 57 7 20 1117 4	5 50 3338 49 59 74 13 20 807 4
5 39 7 50 517 32 10 1132 19 1216 708 4	5 50 102 13 24 1108 176 30 1 29 151 1440 4
5 39 7 24 10 132 43 52 58 29 731 4	5 50 76 114 6 59 1150 4
5 39 7 109 122 199 66 290 7 14 4	5 50 44 1226 11 112 21 1272 13 22 4
5 39 7 414 228 82 643 22 18 20 4	5 804 1115 49 674 48 44 95 897 13 38 150 4
5 39 7 414 228 82 643 22 18 20 4	5 804 1115 165 1230 48 44 95 897 13 38 39 4
5 39 6 7 18 104 58 15 110 219 4	5 50 11 17 43 1462 96 85 77 15 1500 4
5 39 6 7 18 104 58 15 110 219 4	5 50 11 17 43 1462 96 85 1 4
5 39 6 7 101 124 28 6 138 72 99 4	5 50 11 17 6444 20 11 17 315 6 97 4
5 39 6 7 85 22 174 13 181 4	5 50 11 17 33 1997 49 20 48 45 9 231 4
5 39 6 7 85 22 174 13 181 4	5 50 11 17 33 1997 49 20 48 18 162 517 4
5 39 6 7 85 22 174 13 181 4	5 50 11 17 33 1997 49 20 48 45 9 572 4
5 175 7 40 70 6 62 11 89 177 4	5 228 198 78 10 21 58 8 372 153 4
5 175 7 40 70 6 62 11 89 177 4	5 228 198 78 10 21 58 8 1376 153 4
5 175 7 40 70 6 62 11 89 177 4	5 228 198 78 10 21 58 8 898 153 4
5 175 7 40 70 6 62 11 89 177 4	5 228 198 78 10 21 58 8 1760 153 4
5 175 7 40 70 6 62 11 89 177 4	5 228 198 78 17 21 69 8 372 153 4
5 175 7 40 70 6 62 11 89 177 4	5 228 198 78 17 21 69 8 898 153 4
5 27 1914 94 10 134 19 3226 21 8 1795 4	19 25 80 2323 98 105 29 3956 41 16 2037 4
5 27 1914 94 10 134 19 3226 21 8 1795 4	19 25 80 3101 98 23 218 1019 29 3956 41 16 2037 4
5 27 1428 5 348 11 24 7 112 42 816 4	19 1679 14 8 811 325 15 760 4
5 27 72 58 7 50 74 90 8 370 1399 4	19 111 77 15 353 6 220 127 15 323 2925 4
5 27 72 58 7 50 74 26 90 8 1736 1399 4	19 111 154 77 15 353 6 220 127 15 323 2925 4
5 27 432 10 515 90 5 361 86 1688 4	19 111 28 117 6 298 127 19 25 996 23 2300 6 587 4
5 27 130 13 25 24 7 485 140 374 277 4	89 44 18 79 37 12 27 1175 1715 179 634 259 4
5 143 7 234 32 1843 342 42 10 511 512 4	5 32 327 13 229 28 506 29 649 265 550 234 4
5 143 7 8 1876 324 7 61 10 81 769 4	5 32 327 241 60 2291 34 104 30 180 460 4
5 66 35 60 152 7 761 33 1490 4	5 450 72 235 29 1104 94 1711 4
5 66 50 693 43 6 64 375 64 8 381 4	5 142 52 2595 262 13 16 464 4
5 66 50 43 6 208 5 24 579 29 413 4	19 1015 55 86 163 104 1648 4
5 66 50 43 6 208 5 24 579 29 413 4	19 1015 55 10 163 104 1648 4
5 285 5 69 10 169 103 57 7 519 20 4	19 140 1971 29 23 230 113 42 6 74 34 778 39 4
5 285 5 69 683 58 20 90 5 27 10 898 4	19 224 91 678 198 39 127 19 111 3730 4
5 285 6 69 38 130 8 427 7 29 218 4	19 224 678 11 17 14 5366 8 68 363 13 82 196 4
5 285 6 78 752 8 235 90 6 50 74 4	5 2072 11 17 4867 16 182 127 17 1096 4
5 445 71 14 210 240 83 73 42 65 728 4	5 33 293 62 22 18 1375 24 1184 6 115 4
5 78 41 7 477 21 8 2720 590 4042 4	5 316 53 654 41 15 1 251 5225 45 12 10 191 4
5 78 41 7 414 6 32 33 2992 4	19 140 10 1115 34 73 3479 4
5 78 93 513 10 777 19 296 583 4	19 1950 105 23 499 6 621 3753 4
5 77 41 7 893 58 182 1141 741 4	19 140 948 935 183 1625 665 4
5 77 41 7 128 20 7 585 25 30 449 4	19 140 396 150 13 173 23 2304 27 267 27 710 4
5 77 41 7 24 8 3232 42 8 848 26 98 4	19 140 104 16 3747 77 15 494 26 45 12 10 191 4
5 77 41 7 109 10 2536 32 204 613 4	19 140 38 30 3449 34 597 4
5 77 41 7 451 8 555 19 29 226 43 6 4	19 140 350 15 357 6 82 194 55 86 4
5 77 41 7 101 1469 19 20 1169 4	5 2072 3155 6 68 924 4
5 77 41 7 51 58 15 10 169 415 390 4	19 140 43 981 23 113 42 278 4
5 54 61 21 614 43 6 64 280 64 5 859 4	5 1536 1232 55 86 774 11 19 3523 4
5 54 84 6 40 8 1354 64 280 64 5 30 4	5 51 645 864 31 1501 774 11 5 71 4
5 54 123 208 33 3558 90 6 31 536 4	5 44 3120 6 205 649 127 17 940 328 4
5 54 5237 8 2468 176 71 15 17 38 968 4	5 1 16 3158 174 26 45 12 14 1077 8 4
5 54 100 382 45 8 92 6 55 860 22 4	5 21 2270 87 195 24 215 11 10 44 66 1 4
5 54 100 382 45 8 92 6 55 860 22 4	5 21 2270 87 195 24 215 11 17 44 63 1 4
5 54 370 6 64 280 64 5 61 7 8 1013 4	5 52 1535 774 11 19 171 13 24 1153 4
5 54 370 6 64 280 64 5 61 7 8 1013 4	5 10 1535 774 11 19 171 13 24 1153 4
5 54 101 275 19 29 299 90 44 61 173 4	5 44 3120 6 122 275 127 67 1 4
5 34 47 8 628 4 5 105 2031 94 2111 4	5 32 13 24 672 4 19 25 80 1387 98 16 2698 4
5 34 310 73 47 650 759 561 176 252 4	5 33 1129 13 688 201 174 274 4
5 34 298 32 20 1169 7 112 43 6 4	5 32 592 29 104 24 3452 6 325 55 10 4
5 34 38 1723 7 459 20 248 19 336 4	5 14 32 8 1276 13 193 20 512 6 429 4
5 34 38 122 71 15 17 10 3455 202 86 2832 4	5 14 32 8 455 45 12 45 571 29 23 4522 219 91 29 30 4529 4
5 34 38 8 248 19 344 13 6 51 5 115 4	5 14 32 8 15 512 6 109 11 17 290 4
5 34 38 8 147 68 82 17 1043 7 18 13 4	5 14 32 8 15 188 13 3202 6 15 38 4
5 34 38 8 147 68 82 17 1043 7 18 13 4	5 14 32 8 16 258 13 3202 6 15 38 4
5 34 38 249 7 293 7 131 5 23 11 40 4	5 21 25 8 34 535 6 114 13 46 203 11 5 14 334 8 4
5 34 38 60 988 7 35 977 32 146 13 4	12 9 72 113 1515 11 5 261 1 34 104 57 39 4
5 34 80 668 99 13 5 34 670 185 1 4	5 32 359 5045 143 11 5 425 125 1 4
5 34 80 668 13 5 30 11 145 29 562 333 4	5 32 359 4410 11 5 14 71 42 1000 59 1093 4
5 34 205 5 34 316 10 284 4978 7 6 4	5 32 306 29 53 30 786 6037 34 86 4
5 34 205 7 231 13 33 171 915 219 4	5 32 306 29 403 11 94 156 9 2241 4
5 34 205 26 5 23 11 1 21 131 5 23 11 40 4	5 32 306 26 5 21 2191 8 31 203 11 5 14 334 8 4
5 34 205 26 5 23 11 1 21 131 5 23 11 40 4	306 26 5 14 284 8 603 31 203 11 5 14 334 8 4
5 34 205 4 5 54 18 121 7 109 20 110 4	5 32 306 4 5 645 21 442 120 34 776 75 4
5 34 205 4 5 54 18 121 7 109 20 110 4	5 32 503 4 5 645 21 442 120 34 776 75 4
5 34 144 419 8 262 716 58 3038 4	19 25 121 20 119 797 6 6480 4
5 34 122 13 16 66 101 533 21 8 1946 4	5 32 243 37 12 128 2413 13 16 3483 4
5 34 60 108 5246 7 6 32 33 2058 4	5 10 32 72 1052 6 73 1 4
5 55 102 245 680 7 329 6 155 4	19 111 1970 6 10 530 13 236 4
5 55 102 245 680 7 329 6 155 4	19 155 1356 6 51 530 13 236 4
5 55 102 641 154 32 10 60 142 57 4	19 2604 15 164 239 278 4
5 55 102 641 154 32 10 60 142 57 4	19 25 515 15 164 239 278 4
5 55 102 678 38 419 758 6 10 1678 4	19 25 80 1 6 14 8 52 104 444 6 426 4
5 55 102 380 32 8 337 32 743 86 584 4	19 570 15 344 239 30 1846 190 4
5 55 105 10 2632 21 8 1 1 4	19 25 30 2259 4051 41 16 604 13 2560 4
5 55 1077 246 19 600 20 1176 515 4	5 33 32 1 6 465 68 386 3774 4
5 55 100 254 121 41 15 21 29 520 4	87 26 527 26 5 21 25 152 120 11 20 132 6 5320 41 59 500 4
71 5 69 189 114 26 5 97 214 20 776 4	62 19 155 177 29 126 26 5 263 280 68 3181 4
71 5 69 683 58 15 26 5 78 24 130 6 4	62 5 24 155 1021 26 5 10 24 224 79 4
71 5 69 683 58 15 26 5 78 24 130 6 4	62 5 24 155 1021 26 5 51 24 224 79 4
71 5 69 683 58 15 26 5 78 24 130 6 4	24 224 5 1021 26 5 51 24 224 79 4
71 5 69 683 58 15 26 5 78 24 130 6 4	24 224 5 1021 26 5 10 24 224 79 4
71 5 69 773 13 723 26 5 78 35 536 99 4	62 19 155 225 206 598 26 5 401 328 13 24 190 37 12 9 4
71 5 63 21 65 305 26 5 348 11 128 73 251 4	62 19 111 13 100 460 26 5 21 7316 8 129 4
71 5 63 21 65 305 26 5 348 11 128 73 251 4	401 5 13 100 460 26 5 21 7316 8 129 4
71 5 63 6 26 5 348 11 18 316 10 1309 227 4	62 19 111 86 26 5 14 406 8 30 85 62 1 4
71 14 1068 11 595 22 26 5 348 11 24 89 4	62 22 14 44 130 8 904 26 5 14 401 8 372 4
71 14 1068 11 595 22 26 5 348 11 24 89 4	62 22 14 44 130 8 904 26 5 14 401 8 898 4
71 94 119 506 15 87 409 26 16 149 11 89 4	62 26 98 15 42 218 46 1 26 12 1386 803 26 12 14 2847 8 4
71 16 236 65 370 469 26 16 97 211 65 4	45 12 1594 70 617 6 323 26 12 302 24 532 4
71 6 897 41 13 26 16 54 51 6 367 52 4	62 17 3550 481 26 12 1 11 17 15 3953 4
71 6 897 41 13 26 16 54 51 6 367 52 4	62 10 5517 481 26 12 1 11 10 15 6421 4
71 6 97 18 13 32 22 26 5 77 513 15 4	62 17 524 38 39 34 47 26 5 24 1950 4
71 6 97 18 13 32 22 26 5 77 513 15 4	62 10 1914 38 39 34 47 26 5 24 1950 4
71 6 97 18 13 32 22 26 5 77 513 15 4	62 10 1914 15 38 34 47 26 5 24 1950 4
71 6 97 18 13 32 22 26 5 77 513 15 4	62 10 1914 15 38 34 47 26 19 1950 4
71 6 97 18 13 32 22 26 5 77 513 15 4	62 17 524 15 38 34 47 26 19 1950 4
71 6 1068 11 196 15 26 271 286 78 24 4	62 17 14 24 155 8 57 26 173 23 29 135 24 495 57 4
71 6 36 76 7 18 20 26 6 77 148 437 4	62 17 351 38 39 26 17 406 175 6 51 5069 40
71 6 36 76 7 18 20 26 6 77 148 437 4	62 10 342 15 38 26 10 781 175 6 10 2050 40
21 3560 7 13 26 16 984 8 1579 4	28 42 6 75 26 12 5204 13 24 706 4
21 45 1 26 15 66 409 20 442 4	1020 195 4679 26 12 128 803 206 163 394 4
12 15 93 496 7 18 10 3112 1 9	9 12 92 473 6 4381 13 30 1 6 4501 7
12 15 93 496 7 3182 86 1688 9	9 12 92 473 6 3202 23 2300 6 587 7
12 13 28 6 63 293 58 118 161 9	9 20 20 317 17 1 153 204 7
12 13 28 6 63 293 58 118 161 9	9 20 108 20 317 10 1 153 204 7
12 53 121 7 255 21 8 2319 9	43 18 52 12 120 11 20 132 13 443 41 15 3157 7
12 53 121 7 255 21 8 2319 9	43 18 52 12 6 16 1635 60 3157 7
12 53 121 6 39 13 6 23 11 24 9	43 18 52 12 120 11 20 132 11 10 1087 48 10 762 3539 7
12 53 121 6 39 13 6 23 11 24 9	43 18 52 12 120 11 20 132 11 17 1503 48 51 861 7
12 53 104 21 1422 13 6 39 9	43 18 52 12 96 85 6 1425 11 17 1503 7
15 2153 7 22 13 16 27 60 1813 4	12 44 18 4303 53 72 969 4
15 596 22 10 134 19 114 7 2100 10 159 150 4	39 44 18 2125 105 29 126 6 3430 30 313 116 4
15 12 81 32 96 7 195 225 1 4	35 9 30 180 85 34 27 6 417 29 321 4296 4
15 12 1585 1849 7 35 4919 94 316 222 4	12 9 41 16 2053 4249 29 53 3804 98 6 1992 223 4
15 12 945 7 186 8 326 198 1444 4	12 9 968 6 467 20 543 13 6297 4
15 12 67 389 13 37 149 8 224 1367 4	20 21 170 9 8 98 1551 37 170 36 18 876 15 439 483 4
15 12 38 372 7 192 3675 42 8 855 4	20 21 9 8 437 6 114 6 422 3470 13 16 906 4
15 12 57 6 143 7 279 4 313 168 8 855 4	12 9 24 190 11 17 1513 51 917 4 1696 16 906 4
15 312 41 14 129 11 93 39 20 164 4	89 927 11 22 14 227 8 92 20 147 4
15 312 41 25 295 24 81 420 133 4	89 927 37 12 128 38 478 144 145 4
15 172 623 645 26 113 28 16 138 12 311 4	75 107 1 748 26 133 20 37 12 18 79 9 332 4
15 135 35 302 7 24 207 21 484 1911 4	39 331 53 91 29 104 46 245 911 1 4
15 4060 103 1867 7 2613 107 7 551 4	12 139 42 6 1795 34 3283 11 34 728 4
15 378 13 8 2224 1857 12 638 180 4	12 4929 11 16 2164 46 4390 9 1821 4
15 630 57 7 192 10 961 634 170 4	75 705 56 74 6 91 114 30 612 1741 4
15 27 2084 19 6 7 382 33 539 4	12 54 4557 6 73 254 29 1620 213 589 13 16 116 4
15 27 68 19 8 304 1 21 1776 4	20 208 30 46 1344 1 6 16 2450 4
15 27 68 19 8 1116 3513 19 29 226 4	20 208 24 30 46 1 3874 6 82 194 4
15 27 316 10 1176 840 13 5 450 619 4	35 54 23 976 62 1756 11 5 33 32 1182 4
15 27 316 10 1176 840 13 5 450 619 4	35 54 23 976 62 1756 11 5 33 32 3105 4
15 27 8 260 420 13 1109 46 1786 4	35 9 15 405 74 48 4106 16 600 6 100 1320 4
15 27 8 266 227 13 210 181 7 22 4	20 208 16 770 85 48 44 9 87 1148 4
15 27 8 266 227 13 210 181 7 22 4	39 18 80 16 770 85 48 44 9 87 1148 4
15 27 8 1947 4038 21 1585 1054 4	20 208 16 42 343 4992 6 24 363 6 24 3505 4
15 27 60 505 91 28 5 69 2027 4	35 54 72 1081 6 20 11 19 155 1572 4
15 17 10 134 103 341 107 5 116 15 78 35 4	35 9 105 42 961 11 5 14 15 168 4
15 17 318 5 27 188 7 89 13 5 34 59 4	35 9 596 37 89 44 18 253 6 232 11 5 32 108 4
15 17 1 19 52 7 2019 41 13 4	35 9 1 6 76 6 61 3626 6 16 595 4
15 17 2428 486 80 429 7 8 381 4	35 170 9 2119 29 170 3679 62 440 6 16 1676 4
15 17 372 7 573 33 1 42 2440 1 4	35 9 437 6 559 712 590 89 828 77 56 1 4
15 17 76 7 101 22 10 288 7 61 20 196 4	15 38 128 33 176 56 74 4
15 17 209 32 52 7 223 42 46 424 1 4	12 76 9 246 6 409 6 100 3046 1 4
15 17 209 32 52 7 223 42 46 424 1 4	12 76 9 246 6 409 6 100 3046 1341 4
15 17 209 7 157 13 15 656 181 4	35 9 246 6 242 11 35 9 4294 276 4
15 17 393 7 151 182 2292 1566 10 120 4	12 9 546 6 193 183 784 4946 98 209 4
15 17 2009 64 142 64 67 68 2641 74 58 15 4	35 9 134 26 149 278 11 109 14 15 5724 4
15 17 496 13 14 156 11 665 8 339 4	12 9 473 11 22 14 1234 8 16 322 4
15 17 2219 32 6 7 18 104 41 13 4	12 10 9 3252 6 38 30 786 85 4
15 17 2219 32 6 7 18 104 41 13 4	35 9 3252 34 86 6 38 96 85 123 39 4
15 17 73 7 6 7 212 222 701 4533 4	12 14 1215 37 13 86 11 31 223 7446 13 61 6506 28 4540 4
15 17 73 7 6 7 212 222 701 4533 4	12 14 1215 37 13 10 11 31 223 7446 13 61 6506 28 4540 4
1140 56 83 24 683 362 225 379 1 4	1340 64 115 61 2318 239 1 4
1 12 308 227 5 34 38 60 81 47 4	1 9 23 135 1250 2304 5 14 32 8 72 134 4
72 640 6 56 22 26 18 6 139 29 352 9	154 307 10 64 47 26 646 10 82 339 7
894 1 12 8 2133 894 21 2761 4	15 950 6 1 9 15 42 218 950 6 3096 4
84 17 213 13 14 30 626 13 94 422 4	1488 11 22 525 1143 75 98 76 119 4
84 17 213 13 25 23 11 24 7 18 20 155 4	1488 11 27 21 1803 42 13 1496 75 4
84 17 213 8 675 129 11 61 119 882 4	1488 11 16 671 21 2887 8 4
84 17 350 2621 640 33 150 56 351 4	5691 27 13 4531 468 307 141 116 64 16 1180 4
84 17 186 20 114 2072 32 140 524 512 4	4413 206 126 6 494 34 179 506 1 4
194 12 8 147 1865 13 1 634 4	24 202 9 15 188 1947 48 1233 15 2926 4
83 240 74 10 1974 21 705 7 328 65 2551 4	115 18 57 23 419 34 397 529 138 2911 4
1 24 102 74 19 825 32 111 57 4	31 1 21 95 42 80 28 1 239 96 74 4
103 107 1 1744 1546 223 21 2714 4	42 6 2385 550 3342 29 2556 1046 41 16 3288 4
29 1752 453 21 10 1129 150 21 8 520 4	82 2075 513 41 30 116 1 13 16 1717 4
29 1 1411 21 32 22 288 5 27 401 4	59 1 44 18 5865 265 11 19 111 423 4
29 1133 876 29 837 12 10 618 1 164 4	59 1 83 11 59 230 255 9 23 332 1687 4
29 1133 876 29 837 12 10 618 1 164 4	59 156 324 11 59 230 255 9 23 332 1 4
29 171 56 218 63 943 476 10 534 4	59 156 64 82 196 283 654 399 23 606 4
29 171 75 384 7 1222 4 16 156 11 59 99 4	59 156 9 497 28 1417 4 12 14 61 324 8 108 34 24 655 4
29 171 75 384 7 1222 4 16 156 11 59 99 4	59 156 9 497 34 16 1417 4 12 14 61 324 8 108 34 24 655 4
29 171 75 384 7 1222 4 16 156 11 59 99 4	59 156 9 497 28 1417 4 12 21 9 8 108 34 24 655 4
29 171 75 384 7 1222 4 16 156 11 59 99 4	59 156 9 497 34 16 1417 4 12 21 9 8 108 34 24 655 4
29 171 12 80 173 13 16 12 209 19 1336 4	59 156 9 62 395 37 12 9 436 29 1988 4
29 171 27 239 47 117 90 5 256 124 4	59 156 54 169 13 16 116 127 5 32 1189 4
29 171 17 625 3244 42 816 20 307 4	68 398 26 24 638 6 59 156 1749 23 760 4
29 216 14 75 948 64 141 1635 64 5 18 4	59 255 22 18 125 146 42 6 1838 11 47 4
29 150 12 411 443 321 91 8 381 4	82 116 9 13 1573 463 13 712 6 16 464 4
29 169 331 620 7 86 1 165 4	59 230 320 128 41 30 186 1 4
29 299 2455 22 91 670 14 155 4	122 275 44 95 2594 6 562 22 4
29 299 1684 22 7 514 8 1112 1168 4	122 275 44 95 1086 13 866 15 1872 6 1642 4
29 352 12 1767 26 113 5 34 10 169 2602 4	82 339 9 2865 26 133 5 32 23 113 787 4
29 182 307 173 1 979 22 42 8 2963 4	82 1 6 183 222 44 18 1587 77 16 514 4
29 798 453 21 1 26 8 1637 19 2087 4	59 831 513 13 1 26 16 2086 6 24 2521 4
29 798 453 21 1 26 8 1637 19 2087 4	59 831 910 13 1 26 16 2086 6 24 2521 4
29 798 240 22 32 10 847 21 8 4736 4	59 831 44 6251 28 4879 13 16 1717 4
100 4435 33 455 208 3990 10 501 3497 4	14 10 1 87 31 452 163 104 1847 23 1 4
487 19 8 2183 3599 12 45 180 8 855 4	1003 13 16 906 12 43 18 46 553 6 24 2026 48 18 162 517 1837 4
67 2128 19 2456 30 1854 6 32 20 4	286 3644 14 107 27 1113 13 75 4
67 2171 24 102 4019 525 8 1721 4	299 2334 21 18 80 1 507 15 2120 4
67 68 30 3182 95 2111 66 2327 4	109 14 107 5819 88 16 2698 1 4
67 976 69 5 384 74 107 15 622 7 409 4	13 554 111 5 954 37 12 61 845 13 803 4
